Hiker trail name,Hiker Journal Link,Journal Story,Start location,Destination,date,Today Miles
SoloGrampa,https://www.trailjournals.com//journal/entry/661946,"just got a couple bars on my phone, so I thought I'd update. Spent yesterday morning in Damascus. Camped on a hill overlooking the town the night before. Had some deer snorting at me as soon as I got to sleep. They didn't like me camping on their turf. Kept me awake for an hour running around snorting. The diner was closed in town, so I ended up eating at a gas station/store/restaurant. Picked up my food drop at the p.o., and was out of town by 10:30 or so. Rude awakening putting that pack on with an Xtra 12lbs. Now I gotta eat the weight off. Saw my 1st.snake yesterday! Not happy about that. Only managed about 14 to 15 miles yesterday with the late start. Couldn't make it to a shelter, so I stealth camped..",,View Entry,"Apr 12, Wed",0
SoloGrampa,https://www.trailjournals.com//journal/entry/661947,"just got a couple bars on my phone, so I thought I'd update. Spent yesterday morning in Damascus. Camped on a hill overlooking the town the night before. Had some deer snorting at me as soon as I got to sleep. They didn't like me camping on their turf. Kept me awake for an hour running around snorting. The diner was closed in town, so I ended up eating at a gas station/store/restaurant. Picked up my food drop at the p.o., and was out of town by 10:30 or so. Rude awakening putting that pack on with an Xtra 12lbs. Now I gotta eat the weight off. Saw my 1st.snake yesterday! Not happy about that. Only managed about 14 to 15 miles yesterday with the late start. Couldn't make it to a shelter, so I stealth camped..",,View Entry,"Apr 12, Wed",0
SoloGrampa,https://www.trailjournals.com//journal/entry/661948,"just got a couple bars on my phone, so I thought I'd update. Spent yesterday morning in Damascus. Camped on a hill overlooking the town the night before. Had some deer snorting at me as soon as I got to sleep. They didn't like me camping on their turf. Kept me awake for an hour running around snorting. The diner was closed in town, so I ended up eating at a gas station/store/restaurant. Picked up my food drop at the p.o., and was out of town by 10:30 or so. Rude awakening putting that pack on with an Xtra 12lbs. Now I gotta eat the weight off. Saw my 1st.snake yesterday! Not happy about that. Only managed about 14 to 15 miles yesterday with the late start. Couldn't make it to a shelter, so I stealth camped..",,View Entry,"Apr 12, Wed",0
SoloGrampa,https://www.trailjournals.com//journal/entry/661949,"just got a couple bars on my phone, so I thought I'd update. Spent yesterday morning in Damascus. Camped on a hill overlooking the town the night before. Had some deer snorting at me as soon as I got to sleep. They didn't like me camping on their turf. Kept me awake for an hour running around snorting. The diner was closed in town, so I ended up eating at a gas station/store/restaurant. Picked up my food drop at the p.o., and was out of town by 10:30 or so. Rude awakening putting that pack on with an Xtra 12lbs. Now I gotta eat the weight off. Saw my 1st.snake yesterday! Not happy about that. Only managed about 14 to 15 miles yesterday with the late start. Couldn't make it to a shelter, so I stealth camped..",,View Entry,"Apr 12, Wed",0
SoloGrampa,https://www.trailjournals.com//journal/entry/661950,"just got a couple bars on my phone, so I thought I'd update. Spent yesterday morning in Damascus. Camped on a hill overlooking the town the night before. Had some deer snorting at me as soon as I got to sleep. They didn't like me camping on their turf. Kept me awake for an hour running around snorting. The diner was closed in town, so I ended up eating at a gas station/store/restaurant. Picked up my food drop at the p.o., and was out of town by 10:30 or so. Rude awakening putting that pack on with an Xtra 12lbs. Now I gotta eat the weight off. Saw my 1st.snake yesterday! Not happy about that. Only managed about 14 to 15 miles yesterday with the late start. Couldn't make it to a shelter, so I stealth camped..",,View Entry,"Apr 12, Wed",0
SoloGrampa,https://www.trailjournals.com//journal/entry/661951,"just got a couple bars on my phone, so I thought I'd update. Spent yesterday morning in Damascus. Camped on a hill overlooking the town the night before. Had some deer snorting at me as soon as I got to sleep. They didn't like me camping on their turf. Kept me awake for an hour running around snorting. The diner was closed in town, so I ended up eating at a gas station/store/restaurant. Picked up my food drop at the p.o., and was out of town by 10:30 or so. Rude awakening putting that pack on with an Xtra 12lbs. Now I gotta eat the weight off. Saw my 1st.snake yesterday! Not happy about that. Only managed about 14 to 15 miles yesterday with the late start. Couldn't make it to a shelter, so I stealth camped..",,View Entry,"Apr 12, Wed",0
SoloGrampa,https://www.trailjournals.com//journal/entry/662071,"it's been a few days. Very poor service in the mountains. I was in and out of Damascas by 10:30. Saw my first snake on the trail. I've put in 4 good days since. The ponies on Mount Roger's and Grayson Highlands were the highlight of my hike so far. I saw about 30. One came right down the trail, and I scratched his head. I'm in Marion VA. right now at a hospital trying to get some tests done. I've lost way too much weight, and I'm trying to find out why. I'm doing good on mileage. I broke 500 two days ago. I was hoping for 550 by the 11th., oh well, I did 500 by the 12th. Hopefully be back on the trail tomorrow. ",,View Entry,"Apr 14, Fri",0
SoloGrampa,https://www.trailjournals.com//journal/entry/662160,"I got service. So a quick update. Went to the ER at Marion VA. Hospital. I hated to get off trail, but I needed to get tests done. Never got back on trail, till 10:30 the next day,  and still got 18.5 miles in! My highlight of the day was stopping by an old one room schoolhouse where some old folks were jamming. There was 7 or8 of them playing that Tennessee mtn. music. They had all string instruments. They sounded great, they fed me, and just before I left, I couldn't resist kicking up my ""heels"" a bit! They loved it. They wanted me to stay, but I'd already lose a half hour, and had to hit the trail. We're supposed to get Thunder storms today. It's about noon now, and I got to get back to hiking",,View Entry,"Apr 16, Sun",0
SoloGrampa,https://www.trailjournals.com//journal/entry/662271,"Had a good day yesterday. I got to a shelter about an hour  before all hell broke loose. Wicked winds,and rain that was sideways! Glad I wasn't in my tent. The wind has been bad all day, and still is now. I'm stealth camping tonight.  I pushed it to the limits today, and got stuck with no place to camp. The last .9 of a mile was a 741ft. elevation change! It just about finished me. But I made it, and I'm turning in for the day. It was a 23 mile day.",,View Entry,"Apr 17, Mon",0
SoloGrampa,https://www.trailjournals.com//journal/entry/662392,"another long day today. Had to get to Pearisburg VA. tonight. Staying in a hostel here. Gonna get resupply in the morning, do a couple things to my pack,and hopefully be back on the trail by noon. Saw a couple really big snakes right on the trail yesterday! They were about 30"" long, and when you agitate them,they strike at you, and they make there tail twicht like a rattle snake. It's been hot during the day, but still cold at night. I here there's a lady from Orange MA. on the trail. I think she's a day or two behind me??.",,View Entry,"Apr 19, Wed",0
SoloGrampa,https://www.trailjournals.com//journal/entry/662659,"After staying at a hostel in Pearisburg, I started on the trail again about 11:00 the next morning. I repaired my sleeping pad, but I got some new leaks! It goes flat in about a half hr. I haven't got a good night's sleep in 5 days! The second morning out of Pearisburg, I encountered 6 feral Billy goats on the trail! They pretty much mauled me. They try to lick every exposed skin area for the salt. They were professionals! 4 infront of me occupying me, and 2 inback picking my pockets. One of them yanked one of my $45.00 gloves out,and took off with it. I ran after him, but couldn't keep up with my pack on,so I dropped my pack, and grabbed my trekking pole and chased him down. If he didn't drop it, we were having Goat loin for supper over a spirit!  The last 4 days have been pretty tuff. I know I say that a lot, but they really are. Lots of steep rugged climbs. The last 2 days boarders on ""class 3"" mountain climbing. Some fabulous views. Everything's in bloom down here in VA. The woods actually have a perfume smell to them. Saw another huge snake yesterday,  about 4'. I'd like to again thank the people on the trail that said they'd donate to my campaign, and did. Like ""ginger goat"", and  ""bat 6"", .I haven't checked my web page lately, but I'm sure there is more. They need to leave a comment, so I know who it is. I've got a third of the trail done as of tonight. That's hard to believe. Time Flys! These mountains I've been climbing this week are amazing. There's boulders on top as big as a bus! Stacked on top of each other. To think that all this was thrashed up out of the ocean millions of years ago is hard to imagine. My photos don't do justice to what I've seen.",,View Entry,"Apr 24, Mon",0
SoloGrampa,https://www.trailjournals.com//journal/entry/662865,"It's been a few days.  Poor service, not stopping long enough to upload messages. Anyway, in my last entry, I meant to tell you about the whip-o-wills. My air mattress was leaking, and would deflate in a half hour,  so I wasn't getting much sleep. One morning I was awake at 3am,so I decided to break camp. I was hiking by 4am. It's quite different hiking with a headlamp. Anyway I saw a Brite almost fluorescent dot up ahead of me, then it was gone! I just brushed it off as my eyes playing tricks on me! Soon after I heard a whip-o-will call out. I haven't heard one since I was a kid! There used to be a few in the swamp behind Link Perviers house. Then I saw one hop up on a log with my headlamp, and it's eyes were bright orange, just glowing! Being a bird that's active at night, that makes sense. Just like a deer, they have eye shine. Anyway it was good to  here them again. This gs have been going good until last night, when a big storm moved in. I was stuck, and had to stealth camp on a ridge. We got about 2-3 inches of rain. Everything got soaked, and all the brooks and streams flash flooded! I had to Ford a stream at 7 this morning that had turned into a raging river! It was well above my knees, and if I would have slipped, it would have been curtains for me! So I'm at a hostel now, regrouping, and drying things out. I spent a night in Daleville VA. about 3 days ago,and got a new air mattress.  Still putting in some big mileage days. Gotta make up for these short days. But you gotta have um every now and then. I pass 800 miles tomorrow. The halfway point is coming fast.",,View Entry,"Apr 28, Fri",0
SoloGrampa,https://www.trailjournals.com//journal/entry/663033,"The weather hasn't been that good the last few days. Had to hole up in a hostel for a day. Passed the 800 mile mark 2 days ago. That was another milestone for me. I'll be a happy guy when I pass 1100! It was freezing cold last night, and I got rained on again about 4 pm. so I was quite wet when I reached a shelter. It was spitting snow in the morning. I hope we have some better weather soon, as it lifts your morale. Craig Twohey is a couple weeks ahead of me trying to finish his hike from last year. He told me that I was going to love VA. I'm not feeling it yet😒! Waynesboro  VA. is just a day out, but I think I'm gonna push through. My brother is driving home from Florida, and we're going to try to get together one night. ",,View Entry,"May 01, Mon",0
SoloGrampa,https://www.trailjournals.com//journal/entry/663592,"I know! It's been awhile. Same excuse, low,battery, no service, no time, etc. Anyway, about a week ago my brother Mike was driving up from Florida. We had to figure out how,and where to meet. Elkton VA. was are only chance. I needed to hike 67 miles in 3 days to make it happen, and still get out of the woods in time to have a good visit. I booked a motel room, and was out on the edge of highway 33 by 2:05 the 3rd day. We had a great visit. Went out for a good meal, then went out for breakfast. I was back on the trail by 11:30 the next day. I had a food drop waiting for me in Luray VA. so that was my next stop. I was gonna take 3 days to get there and give myself a little break, but then I got a good pace going,and decided to power through, and do it in 2. The hiking has been moderate in some stretches, and really tuff in others, but I'm still making good time. I passed the 1,000 mile marker yesterday! That was a milestone. Yesterday I left a nice dry shelter, and went out into the pouring rain! Hiked 19.9 miles.I was completely soaked when I got to the next shelter. Got up this morning, put all my wet clothes, socks, hiking shoes, and hit the trail. The morning was horrible. I was in the section they call the roller-coaster. The rocks are horrible climbing up the mountains. The afternoon wasn't as bad, and my feet finally dried, but I had it in my head that I wanted to make it to""Harpers Ferry"" West Virginia, which was a 23+ mile day. I'm gonna chill out a little bit in the morning. Go to the ATC center and register, and get a pic. This is the unofficial 1/2way pt. (We're actually 75 miles away). I'll hopefully be back on trail by noon. I'm out in front of most of the friends I've made right now. Maybe if I goof off for awhile tomorrow they'll catch up. Hopefully the weather stays nice for a few days. I had two Rainey days in the past 4. It really sucks out here on the trail when it rains. I know I've missed telling you some stuff. I have to report more often. ",,View Entry,"May 10, Wed",0
SoloGrampa,https://www.trailjournals.com//journal/entry/663628,"I went to the Appalachian trail Conservancy this morning to get my pic. in there log book, and give them information. I was back on the trail at 10:10 this morning. In the last 3 days, I've taken fall #13and 14. I gotta start picking my feet up! I smashed my head pretty hard this morning! My balance was off for the rest of the day,  and I had a headache. When I was picking myself back up, I noticed my lifestyle water bottle was missing. I thought it ripped off my shoulder strap when I fell. Come to find out, I left it back at the shelter where I got spring water, which I had to go .25 of a mile down hill to get. The shelter was about a mile back, but I had to go get it. Bummer!! That cost me 2 miles today. I forgot to tell you yesterday I almost got shot while walking the trail. Turns out there's a target range over the hill, and some nimrod must have shot over the birm! When I heard it pass through left to right, I saw a piece of branch with leaves fall, and heard it hit two more branches on my right. I yelled some obscenities as loud as I could, and boogies down the trail! The bullet passed about 6 to 8 yds. In front of me! ",,View Entry,"May 11, Thu",0
SoloGrampa,https://www.trailjournals.com//journal/entry/663736,,,View Entry,"May 14, Sun",0
SoloGrampa,https://www.trailjournals.com//journal/entry/663783,,,View Entry,"May 14, Sun",0
SoloGrampa,https://www.trailjournals.com//journal/entry/663878,,,View Entry,"May 16, Tue",0
SoloGrampa,https://www.trailjournals.com//journal/entry/663879,"RUDE AWAKENING!! After putting in a long 24 mile day,  so I could have a 19 mile day the  next, I came to Pen Mar Park. It's a huge facility on the PA. Maryland line. I asked the old-timer that works there if I could camp, and he said no. I had my supper on the picnic table, and went back to the trail, where I'd spotted a place to put my tent. I figured I was still on park property, but no one could see me. Long after dark, I'd fallen asleep when I heard footsteps coming my way! Then my tent was lit up with flash lights,and an announcement that the Maryland dcr police were there,and I was asked to get out of my tent. I put some clothes on and obliged. When I got past the blinding lights, I was shocked to see 3 officers in swat type gear! They informed me that I wasn't supposed to be camped there,and I was just about to say...... aren't you guys going a bit overboard !....when the said they weren't going to make me move. What a relief.   Then they showed me pictures of a couple of dudes and asked if I'd seen them on the trail.  I hadn't,  and they told me to keep my eyes open, cause they're very bad people!! 2 of the officers had AR'S slung in front of their chests, and the had flak vest on. I'm sure they were pointed at me as I crawled out my tent! It was a little hard to get to sleep after that",,View Entry,"May 16, Tue",0
SoloGrampa,https://www.trailjournals.com//journal/entry/663880,"The next day I awoke early and went back to the pavilion to cook my breakfast. It started raining,  and I waited for the automatic locks on the restrooms to  open at 7. I hiked in the rain all day, and met my friend from Chambersburg PA. at the road,at 2:40. I had planned to stay overnight and go back to the trail by noon, but decided to take a zero on Sunday instead.  I felt a little guilty, but I deserved it. I hadn't felt good for about 4 days. I think the polin is getting to me. My chest was loaded with flem, and felt like it was on fire when I coughed. Anyway, I've been back on the trail for 2 days. I've got some long days to put in, cause I booked a room for Fri night, and have to pickup a food package. There's a 15 mile stretch ahead with absolutely no camping, that I didn't figure on. That kinda threw a monkey wrench into my schedule. Looks like 3 huge mileage days coming up ",,View Entry,"May 16, Tue",0
SoloGrampa,https://www.trailjournals.com//journal/entry/664074,"I forgot to mention that I passed 1100 mile mark this past Monday about mid day. That was a milestone in my hike! Wednesday I hit the jackpot. I hiked 25.5 miles into Duncannon PA., without a  plan, and it was 6:00pm. I had heard that there was a church that welcomed hikers. So when I saw a church at the top of a hill, I walked up there, and saw a sign Free Spaghetti  Supper! They treated me like a King. Spaghetti, garlic bread, salad  fruit bowl,, ice cream,cookies, etc. I asked about the church where they let you camp, and was told that the Assembly of God church on High St. let's hikers use the basement of there rec.house. An old-timer said he would drive me over there. When I got there, there was a sign Hikers Welcome, go down stairs. I couldn't believe it.  A full kitchen, bathroom, shower, clean towels,,food, etc. all just for a donation! I had the whole place to myself. Just blow up my air mattress and go to sleep. The next 2 days were tuff. I did a 23, and a23.4 to get to Pine Grove PA. I hope to be out of PA. into New Jersey in about  4 1/2 days. I'll  break 1200 miles tomorrow morning. ",,View Entry,"May 20, Sat",0
SoloGrampa,https://www.trailjournals.com//journal/entry/664075,"I forgot to mention that I passed 1100 mile mark this past Monday about mid day. That was a milestone in my hike! Wednesday I hit the jackpot. I hiked 25.5 miles into Duncannon PA., without a  plan, and it was 6:00pm. I had heard that there was a church that welcomed hikers. So when I saw a church at the top of a hill, I walked up there, and saw a sign Free Spaghetti  Supper! They treated me like a King. Spaghetti, garlic bread, salad  fruit bowl,, ice cream,cookies, etc. I asked about the church where they let you camp, and was told that the Assembly of God church on High St. let's hikers use the basement of there rec.house. An old-timer said he would drive me over there. When I got there, there was a sign Hikers Welcome, go down stairs. I couldn't believe it.  A full kitchen, bathroom, shower, clean towels,,food, etc. all just for a donation! I had the whole place to myself. Just blow up my air mattress and go to sleep. The next 2 days were tuff. I did a 23, and a23.4 to get to Pine Grove PA. I hope to be out of PA. into New Jersey in about  4 1/2 days. I'll  break 1200 miles tomorrow morning. ",,View Entry,"May 20, Sat",0
SoloGrampa,https://www.trailjournals.com//journal/entry/664375,"Rocks, Rocks, and more rocks!! The last 4 or 5 days have been horrible. When they said how bad Northern PA. Was, they were right.  A man could work a 45 year career in a ""rock quarry "" and never encounter the rocks that are on the A.T. I personally have had it with them! I heard that NJ. and NY. are pretty bad also. I hiked down to Wind Gap PA.today, hoping to get a good meal, an ice cream, and maybe do my laundry. The diner was closed, the ice-cream shop, didn't open till 3, and the laundry place was actually a dry cleaner! So I ended up with a good sandwich at a health food place, and got some trail-mix, and 2 bananas. And I mailed some stuff home.  Not a total waste,     just not worth the lost time!  Other than the rocks,things are pretty good.  I'll pass 1300 miles tomorrow. I'm banging out a 100 every 5 days or so. Today and tomorrow are gonna be low mileage days. I'll make it up later",,View Entry,"May 24, Wed",0
SoloGrampa,https://www.trailjournals.com//journal/entry/664501,"I got out of ""Rocksylvania"" yesterday morning. I walked to downtown  Delaware water Gap for breakfast before I left. NJ. has been good so far. Still a lot of rocks, but no comparison to PA. What a beautiful part of the state this is. It's hard to believe you're in NJ. I'll be in NY. soon, and probably mass. in about 9 days!",,View Entry,"May 26, Fri",0
SoloGrampa,https://www.trailjournals.com//journal/entry/664694,,,View Entry,"May 29, Mon",0
SoloGrampa,https://www.trailjournals.com//journal/entry/664697,"yesterday morning I came to a road crossing quite early, and there was a man made stone wall there,so I sat down for a rest and called home. When I got up to leave, I looked down where I was sitting and there was a $20 bill there with 2 quarters on top with a rock holding it down. I figured it was trail magic, cause sometimes these trail angels do funny things. I didn't know what to do, and the 2 quarters were really puzzling me. I ended up not taking it,  and I'm sure the next person that spotted it would! I just didn't feel right taking it! What would you have done??? Anyway, I'm trying to make up the miles I lost Friday, when I didn't feel good. I'm in NY. now, and it's been pretty dicey today! Lot of cliff and Boulder climbing, and ridge walking on huge rocks. I was climbing up one spot and a 2 ft. snake came right across at face level!! Scared the crap out of me! I got my trekking pole under him real quick and gave him a ride. He didn't know he could fly, till he ran into me. It was a bad day for snakes!! 3 of them today. Two were the big 4 ft. long rat snakes. I'm not seeing hardly any thru hikers. I think I'm in between the group I left behind, and those that are ahead of me.  I'll pass 1400 miles tomorrow afternoon ",,View Entry,"May 29, Mon",0
SoloGrampa,https://www.trailjournals.com//journal/entry/664802,"I hit a really good trail magic yesterday morning.  I was the first one  there. There were 3 guys doing it. They had a rug under the table even! They cooked me blueberry pancakes,a hot dog,a cheese burger. Then I had a donut, some snacks, and they gave me more snacks to take with me. Plus I filled up my water supply. Really great guys. The rest of the day had a lot of upside and downs, and was really hot. I saw my 2 friends from Virginia who are slack packing southbound, but moving north. They have 2 vehicles, and park them 18 to 20 miles apart, depending on road crossings, then hike through.  Very nice couple, I look forward to seeing them everyday some where along the trail. I saw my first bear yesterday,  he was a nice looking one. Today was very hot. I did 21 miles today, even after spending over an hour filling my face at a Deli on rte.9 in NY. The mosquitoes are getting really bad the last couple days. It's a job just getting your tent up with out getting eaten alive.",,View Entry,"May 31, Wed",0
SoloGrampa,https://www.trailjournals.com//journal/entry/665052,"my brother Mike came down and met me in Kent CT. the other day.  We got a motel room, and went out for supper. He brought down my new hiking shoes that I desperately needed. I had a big day today. 22.9 miles, and 3/4 of it was uphill from CT., into mass. 3 major climbs. I'm 8 miles from  Grat Barrington MA. tonight.  Gonna see my wife, 2 daughters, and 2 of my grandchildren tomorrow for lunch.  That's gonna be nice! The scenery from Lions Head mtn., Race mtn., and Mt. Everett was fabulous today, but the climbs were ruff",,View Entry,"Jun 05, Mon",0
SoloGrampa,https://www.trailjournals.com//journal/entry/665352,"June 6 was a great day. My family came out to meet me in Great Barrington MA. The timing was good, and we met at 11:00. We had a great visit and a nice lunch. I got back on the trail at 2:15, and could here the thunder off in the distance. I was trying to get to a shelter before the rain hit, but didn't make it. I didn't want to stop and dig my rain gear out of my pack, and loose time so I kept on moving. I figured that I must be close.There was a loud lightning strike really close to me. I reached for my phone to see how much further the shelter was, and my phone was gone!! I went into panic mode. I dropped  my pack, took my head lamp, and Started backtracking. The last time I looked at the app.,I was 2.5 miles from the shelter. My now it was raining really hard. I ended up finding it 2.2 miles back. I didn't have enough water to cook with, and the water source was .25 away, so I just ate a couple granola bars and went to bed. So what started out as a great day, quickly turned to s....t!!",,View Entry,"Jun 11, Sun",0
SoloGrampa,https://www.trailjournals.com//journal/entry/665356,"The hiking in CT. and MA. is every bit as tough as the other states! I got to my friends house in Cheshire about 12:45 Friday, which was planned. Aaron and Kelly Singer. They were very gracious host's, and went out of there way to make sure I enjoyed my short stay with them. It was great, and I was ready for break! Me an Aaron went to brkfst. early, and he dropped me off at the trail about 7:40. Then it was up and over MT. Greylock, and on to VT. Today was my first day in VT.",,View Entry,"Jun 11, Sun",0
SoloGrampa,https://www.trailjournals.com//journal/entry/665470,"June 14, and I just stopped for a quick break on top of a mtn. in VT. Stepped on top of Bromley Mtn. Last night. It's hard to believe I just crossed the MA./ VT. border sunday morning! My friend Moon caught up to me. We spent a couple days together. He insisted on paying g for my last hostel stay. I've had so many acts of kindness come my way, sometimes it's hard to believe. Just 2 hrs.ago,I met some day hikers, and told them about my campaign,  and I see that they already donated! So many kind words have been said about me in the comments,    It's really humbling. It helps keep me going, when I'm having an off day, and believe me, I've had a few. It's been a long walk, but I'm getting close enough to taste victory!",,View Entry,"Jun 14, Wed",0
SoloGrampa,https://www.trailjournals.com//journal/entry/665846,"Hi folks. It's been a few days. Same excuses, time, battery power, service etc. After Mtn Bromley, Peru Peak, the trail took me towards Rutland VT., where I took a 1/2 day off, and stayed at my cousin Mike Stones house. Plus my brother Mike brought up my next 5 day food supply. We had a great visit, we went out to eat, and then to breakfast, then it was back on the trail for me. I went over Killington and Pico peak the next day.Got more rain. Saturday I hiked in the pouring rain till 2:30, and couldn't stand it anymore, so I holed up in a shelter. Some others stopped in also.I decided to make myself a coffee, and discovered my backpack stove was gone. I had put it in my side pocket, that I had never done before, and it must have fallen out when I took my pack off on the trail. What to do???? This nice youngster from Boylston MA. gave me his stove, because he's hiking with his friend. What a great guy!! I hope I can find him again when I get a new one. It's great to be in NH.,but I've arrived at the hardest part of the whole hike. NH., and Me. I've got 400 miles left, and we'll put a wrap on this journey! I'm at a hostel now, and was supposed to pick up my next supply,  but it's not here!! Don't know what I'm going to do.  I don't have a lot of options. My cousin  Tracy Simula took a hike today and met me. What a nice surprise! So good to see family after all these miles.",,View Entry,"Jun 22, Thu",0
